3.5	1.25	-1.00078
3.625	1.25	-0.988246
3.75	1.25	-0.960295
3.875	1.25	-0.917363
4	1.25	-0.860121
4.125	1.25	-0.789461
4.25	1.25	-0.706485
4.375	1.25	-0.612489
4.5	1.25	-0.508937
4.625	1.25	-0.397446
4.75	1.25	-0.279754
4.875	1.25	-0.157697
5	1.25	-0.0331792
0	1.375	0.980893
0.125	1.375	0.997624
0.25	1.375	0.998752
0.375	1.375	0.984263
0.5	1.375	0.954388
0.625	1.375	0.909594
0.75	1.375	0.850584
0.875	1.375	0.778282
1	1.375	0.693816
1.125	1.375	0.598508
1.25	1.375	0.493845
1.375	1.375	0.381463
1.5	1.375	0.263117
1.625	1.375	0.140654
1.75	1.375	0.0159859
1.875	1.375	-0.108941
2	1.375	-0.232176
2.125	1.375	-0.351796
2.25	1.375	-0.465934
2.375	1.375	-0.572808
2.5	1.375	-0.670751
2.625	1.375	-0.758233
2.75	1.375	-0.833889
2.875	1.375	-0.896538
3	1.375	-0.945204
3.125	1.375	-0.979125
3.25	1.375	-0.997773
3.375	1.375	-1.00086
3.5	1.375	-0.988329
3.625	1.375	-0.960383
3.75	1.375	-0.917457
3.875	1.375	-0.860219
4	1.375	-0.789564
4.125	1.375	-0.706593
4.25	1.375	-0.612602
4.375	1.375	-0.509056
4.5	1.375	-0.397571
4.625	1.375	-0.279888
4.75	1.375	-0.157841
4.875	1.375	-0.0333358
5	1.375	0.0916857
0	1.5	0.997495
0.125	1.5	0.998648
0.25	1.5	0.984181
0.375	1.5	0.954325
0.5	1.5	0.909548
0.625	1.5	0.850553
0.75	1.5	0.778262
0.875	1.5	0.693806
1	1.5	0.598505
1.125	1.5	0.493849
1.25	1.5	0.381471
1.375	1.5	0.263127
1.5	1.5	0.140664
1.625	1.5	0.0159957
1.75	1.5	-0.108933
1.875	1.5	-0.232171
2	1.5	-0.351795
2.125	1.5	-0.465938
2.25	1.5	-0.572818
2.375	1.5	-0.670766
2.5	1.5	-0.758255
2.625	1.5	-0.833918
2.75	1.5	-0.896574
2.875	1.5	-0.945246
3	1.5	-0.979174
3.125	1.5	-0.997829
3.25	1.5	-1.00092
3.375	1.5	-0.988396
3.5	1.5	-0.960456
3.625	1.5	-0.917535
3.75	1.5	-0.860302
3.875	1.5	-0.789651
4	1.5	-0.706685
4.125	1.5	-0.612698
4.25	1.5	-0.509157
4.375	1.5	-0.397678
4.5	1.5	-0.28
4.625	1.5	-0.157961
4.75	1.5	-0.0334646
4.875	1.5	0.0915461
5	1.5	0.21512
0	1.625	0.998531
0.125	1.625	0.984087
0.25	1.625	0.954251
0.375	1.625	0.909492
0.5	1.625	0.850512
0.625	1.625	0.778234
0.75	1.625	0.693789
0.875	1.625	0.598498
1	1.625	0.493848
1.125	1.625	0.381476
1.25	1.625	0.263136
1.375	1.625	0.140676
1.5	1.625	0.0160079
1.625	1.625	-0.108921
1.75	1.625	-0.232161
1.875	1.625	-0.351788
2	1.625	-0.465934
2.125	1.625	-0.572818
2.25	1.625	-0.670772
2.375	1.625	-0.758266
2.5	1.625	-0.833935
2.625	1.625	-0.896597
2.75	1.625	-0.945276
2.875	1.625	-0.97921
3	1.625	-0.997871
3.125	1.625	-1.00097
3.25	1.625	-0.98845
3.375	1.625	-0.960515
3.5	1.625	-0.917599
3.625	1.625	-0.860371
3.75	1.625	-0.789724
3.875	1.625	-0.706762
4	1.625	-0.612779
4.125	1.625	-0.509242
4.25	1.625	-0.397767
4.375	1.625	-0.280094
4.5	1.625	-0.15806
4.625	1.625	-0.033569
4.75	1.625	0.0914346
4.875	1.625	0.215
5	1.625	0.335197
0	1.75	0.983986
0.125	1.75	0.95417
0.25	1.75	0.909428
0.375	1.75	0.850464
0.5	1.75	0.7782
0.625	1.75	0.693767
0.75	1.75	0.598486
0.875	1.75	0.493845
1	1.75	0.381479
1.125	1.75	0.263144
1.25	1.75	0.140688
1.375	1.75	0.0160223
1.5	1.75	-0.108906
1.625	1.75	-0.232146
1.75	1.75	-0.351774
1.875	1.75	-0.465923
2	1.75	-0.57281
2.125	1.75	-0.670768
2.25	1.75	-0.758266
2.375	1.75	-0.83394
2.5	1.75	-0.896608
2.625	1.75	-0.945293
2.75	1.75	-0.979233
2.875	1.75	-0.997899
3	1.75	-1.001
3.125	1.75	-0.98849
3.25	1.75	-0.96056
3.375	1.75	-0.917649
3.5	1.75	-0.860426
3.625	1.75	-0.789784
3.75	1.75	-0.706825
3.875	1.75	-0.612846
4	1.75	-0.509312
4.125	1.75	-0.39784
4.25	1.75	-0.28017
4.375	1.75	-0.158139
4.5	1.75	-0.0336523
4.625	1.75	0.091347
4.75	1.75	0.214907
4.875	1.75	0.335098
5	1.75	0.450044
0	1.875	0.954086
0.125	1.875	0.909362
0.25	1.875	0.850413
0.375	1.875	0.778163
0.5	1.875	0.693742
0.625	1.875	0.598472
